url,headline,summary,image,favorite,user id
https://scotch.io/tutorials/build-a-meal-ticketing-app-with-graphql-and-apollo-react-hooks,Build a Meal Ticketing App with GraphQL and Apollo React Hooks,"A meal ticket tracker allows you to issue digital meal tickets to attendees and not rely on paper tickets. You can still give them the ticket, but also have a system that tracks if the ticket has been used or not. When an attendee is served a meal, you can invalidate the ticket and the ticket cannot be reused. This way, attendees that forget their tickets can use an ID like badge to claim their meal.",https://scotch-res.cloudinary.com/image/upload/v1574705877/scbye92auyvobvsmw1ah.png,TRUE,2
https://scotch.io/starters/react/getting-started-with-react-2019-edition?ref=home-start-here,Getting Started with React (2019 Edition),"Much has changed since React came out and now is a great time to jump into the React fray. React is mature and has been used across the web in places like Facebook, Instagram, Airbnb, Uber, and much much more. Let's dive in!","https://scotch-res.cloudinary.com/image/upload/dpr_1,w_550,q_auto:good,f_auto/v1578085366/gftlo8rkhfhkypztned8.png",FALSE,1
https://scotch.io/tutorials/master-vscode-file-editing-multi-cursor-workflows,Master VSCode File Editing Multi Cursor Workflows,"I am going to share three types of power user workflows today. All of these can be used while editing lines of code, similar words , and my personal favorite; workflows of using multiple cursors.","https://scotch-res.cloudinary.com/image/upload/w_1050,q_auto:good,f_auto/v1575314448/to2dzkmtwxnumjuhxxuw.jpg",TRUE,3
https://www.youtube.com/watch?v=sppSnBQVt0k,"Front End Web Developer Guide 2020
",This is the ultimate guide on how to become a front end web developer in 2020 and beyond. This one video will detail,https://i.ytimg.com/vi/sppSnBQVt0k/hqdefault.jpg?sqp=-oaymwEZCPYBEIoBSFXyq4qpAwsIARUAAIhCGAFwAQ==&rs=AOn4CLCuzToAmHvAEzRTFHufJuwHhGWZ0Q,FALSE,4
https://www.youtube.com/watch?v=sBws8MSXN7A&t=9s,"React JS Crash Course
","In this crash course you will learn what React JS is and the fundamentals such as components, state, props, JSX, events, etc. ",https://i.ytimg.com/vi/sBws8MSXN7A/hqdefault.jpg?sqp=-oaymwEZCPYBEIoBSFXyq4qpAwsIARUAAIhCGAFwAQ==&rs=AOn4CLB6yE1WpYFAzqxZsOQ_iOCgftVphA,FALSE,1
https://www.youtube.com/watch?v=c-I5S_zTwAc,JAVASCRIPT in just 5 MINUTES (2020),"Learn the most important parts of 2020 Javascript in just 5 minutes 🤯

You'll have to go deeper on all these topics, but this is a must-watch if you're looking to get started, test your knowledge, or review.

A lot of JS info goes out of date fast, because the languages changes really fast, as of late 2019 / early 2020 this is up to date.",https://i.ytimg.com/an_webp/c-I5S_zTwAc/mqdefault_6s.webp?du=3000&sqp=COGc7fAF&rs=AOn4CLCa982C3rlqVLr0hKPbrA0SvZbuPQ,TRUE,1
https://www.youtube.com/watch?v=TlB_eWDSMt4&t=3490s,"Node.js Tutorial for Beginners: Learn Node in 1 Hour | Mosh
",Node.js Tutorial for Beginners: Learn Node in 1 Hour,https://i.ytimg.com/an_webp/TlB_eWDSMt4/mqdefault_6s.webp?du=3000&sqp=CKiX7fAF&rs=AOn4CLCkMpY40cdWvX1hN2S3KffXb02azg,TRUE,2
https://www.youtube.com/watch?v=U9T6YkEDkMo,Build a Recipe App With React | React Tutorial For Beginners,We are going to take the basics of react and we are going to create a real world application. We are going to learn how to build a food recipe application using only react.,https://i.ytimg.com/an_webp/U9T6YkEDkMo/mqdefault_6s.webp?du=3000&sqp=CJyS7fAF&rs=AOn4CLAzk274IaOp3TYBnXCTECQW0fdoiw,FALSE,1
https://www.youtube.com/watch?v=OxIDLw0M-m0&list=PL4cUxeGkcC9ij8CfkAY2RAGb-tmkNwQHG,Complete React Tutorial (with Redux),"Hey gang, welcome to your very first React tutorial for beginners (including Redux)! In this course we'll be learning what React is and how to use it to make awesome, reactive SPA's. We'll also look at how we can use Redux to help with our app's state management.",https://i.ytimg.com/vi/HKU24nY8Hsc/hqdefault.jpg?sqp=-oaymwEZCPYBEIoBSFXyq4qpAwsIARUAAIhCGAFwAQ==&rs=AOn4CLBKwMF2RwLwHPriwinJIoN-i5-Krg,FALSE,1
https://www.youtube.com/watch?v=hQAHSlTtcmY,Learn React In 30 Minutes,"In this video I will be covering all of the basics of React in only 30 minutes. We will cover create-react-app, components, state, props, rendering, event handling, and so much more. By the end of this video you will have a full understanding of the basics of React, but if you want to take your React knowledge to the next level checkout my full React course linked above for the best React learning experience on the web.",https://i.ytimg.com/vi/hQAHSlTtcmY/0.jpg,FALSE,1
https://www.youtube.com/watch?v=RLtyhwFtXQA,"Learn Node.js - Full Tutorial for Beginners
","Node.js is an open-source, cross-platform JavaScript run-time environment that executes JavaScript code outside of a browser.",https://i.ytimg.com/an_webp/RLtyhwFtXQA/mqdefault_6s.webp?du=3000&sqp=CNCi7fAF&rs=AOn4CLATbmdeKWzcc2EFzK5ExTQt6pZvMA,FALSE,1
https://www.youtube.com/watch?v=9HOem0amlyg&t=140s,"Express.js Fundamentals - 6 - Middleware Explained
","In this video we'll go more into detail what Middleware means and provide some examples.

We can define middleware as any number of functions that are invoked by the Express.js routing layer before your final request handler is made.",https://i.ytimg.com/an_webp/9HOem0amlyg/mqdefault_6s.webp?du=3000&sqp=CIiM7fAF&rs=AOn4CLD4bv9Oe58bSaeA99VB3zMK3iJ5fQ,TRUE,2
https://www.youtube.com/watch?v=JH4qVqplC8E,"Node.js - Tutorial - First Application
",Learn Node.js from scratch - let's build a complete app!,https://i.ytimg.com/an_webp/JH4qVqplC8E/mqdefault_6s.webp?du=3000&sqp=CMaw7fAF&rs=AOn4CLBW0CTW8h3N70flJ-MlpUHmfNsbRQ,TRUE,1
https://www.guru99.com/node-js-express.html,Node.js Express FrameWork Tutorial - Learn in 10 Minutes,"In this tutorial, we will study the Express framework. This framework is built in such a way that it acts as a minimal and flexible Node.js web application framework, providing a robust set of features for building single and multipage, and hybrid web application.",https://www.guru99.com/images/NodeJS/010716_0613_NodejsExpre1.png,FALSE,1
https://developer.mozilla.org/en-US/docs/Learn/Server-side/Express_Nodejs/skeleton_website,Express Tutorial Part 2: Creating a skeleton website,"This second article in our Express Tutorial shows how you can create a ""skeleton"" website project which you can then go on to populate with site-specific routes, templates/views, and database calls.",https://developer.mozilla.org/static/img/web-docs-sprite.22a6a085cf14.svg,TRUE,1
https://www.tutorialspoint.com/nodejs/nodejs_express_framework.htm,Node.js - Express Framework,Express is a minimal and flexible Node.js web application framework that provides a robust set of features to develop web and mobile applications. It facilitates the rapid development of Node based Web applications.,https://www.tutorialspoint.com/nodejs/images/nodejs_sample.jpg,FALSE,1
https://auth0.com/blog/create-a-simple-and-stylish-node-express-app/,Create a Simple and Stylish Node Express App,Learn how to build the foundation of a simple Node.js and Express app by creating a user interface and API.,https://cdn.auth0.com/blog/logos/nodejs.jpg,FALSE,3
https://www.codingame.com/playgrounds/6517/react-router-tutorial,React Router Tutorial,React.js is quite a famous library among the JavaScript developers. Routing to front end application is a very important concept and today I am going to show you how to use react router v4 in our React.js application. We will see Declarative React Routing for React.js app.,https://static.codingame.com/assets/spritesheets/navigation.bd420c83.png,FALSE,1
https://blog.pshrmn.com/simple-react-router-v4-tutorial/,A Simple React Router v4 Tutorial,"React Router v4 is a pure React rewrite of the popular React package. Previous versions of React Router used configuration disguised as pseudo-components and could be difficult to understand. With v4, everything is “just components”.

In this tutorial, we will be building a single-page application website for a local sports team. We will go over all of the basics needed to get our site up and routing. ",,FALSE,1
https://css-irl.info/recreating-the-his-dark-materials-logo-in-css/,Re-creating the ‘His Dark Materials’ Logo in CSS,"I love the new BBC adaptation of Philip Pullman’s His Dark Materials trilogy of novels. There’s also some pretty nice graphic design to appreciate. I’m a sucker for a beautiful title sequence (I need to watch the opening credits of Game of Thrones in full, every single time), and this one certainly fits the bill, as well as the striking logo. After watching a recent episode, I thought I’d have a go at re-creating this logo with CSS!",https://css-irl.info/static/69515a379d46f4c8cc97860f8bbae419/f67cc/recreating-the-his-dark-materials-logo-01.jpg,FALSE,1
https://tympanus.net/codrops/2013/12/12/progress-button-styles/,Progress Button Styles,"Today we’d like to share some progress button styles with you. You surely know “Ladda” by Hakim El Hattab, a UI concept that indicates progress directly on the button that invokes a loading action. Some of the buttons have a built-in progress bar and today we’d like to explore that idea with some creative progress button styles. Using perspective will allow us to create some fun 3D effects besides the flat “filling” styles.",https://codropspz-tympanus.netdna-ssl.com/codrops/wp-content/uploads/2013/12/ProgressButtonStyles.png,FALSE,1
https://www.lynda.com/Node-js-tutorials/Building-Website-Node-js-Express-js/2255009-2.html,Building a Website with Node.js and Express.js,"Node.js is a major platform for the web, used by companies like Uber, Netflix, and Intuit. Express.js is a fast, minimalist framework that sits on top of Node.js and allows you to build powerful single- and multi-page web applications and websites. In this course, instructor Daniel Khan shows how to build a realistic and robust website with these technologies. Learn how to build a basic application in minutes, transform HTML into dynamic pages, leverage template engines to modularize code, add routing and business logic, handle errors, store form data, and create API endpoints for single-page applications. Along the way, Daniel helps you pick up bits and pieces about Express.js and improve your overall knowledge of how to work effectively with Node.js.",https://cdn.lynda.com/course/2255009/2255009-637142428998060814-16x9.jpg,FALSE,2
https://www.codecademy.com/learn/react-101,Learn ReactJS: Part I,"You’ll develop a strong understanding of React’s most essential concepts: JSX, components, and storing information via props and state. You’ll be able to combine these ideas in React’s modular programming style.",https://s3.amazonaws.com/codecademy-content/projects/project_thumbnails/web-dev-path/auth.jpg,FALSE,1
https://www.khanacademy.org/computing/computer-programming/html-js-jquery,HTML/JS: Making webpages interactive with jQuery,"Learn how to use jQuery, the world's most popular JS browser library, to add interactivity to your webpages.",,FALSE,1
https://www.khanacademy.org/computing/computer-programming/html-css-js,HTML/JS: Making webpages interactive,"Once you've taken both Intro to JS and Intro to HTML/CSS, take this course to learn how use HTML/CSS with the JavaScript DOM API to make your webpages interactive.",,FALSE,1
https://www.coursera.org/learn/duke-programming-web/home/welcome,"Programming Foundations with JavaScript, HTML and CSS
by Duke University","Whether you began this course as a complete beginner or a savvy computer pro, you have successfully completed 'Programming and the Web for Beginners' and hopefully had some fun along the way, too! Congratulations!",,FALSE,1
https://algorithm.codingdojo.com/,Algorithm App,"Learn the building blocks of programming like for loops, if/else statements, array manipulation, and more.",,FALSE,2
https://www.codecademy.com/learn/introduction-to-javascript,Introduction to JavaScript,Learn the JavaScript fundamentals you'll need for front-end or back-end development.,,FALSE,1
https://www.codecademy.com/learn/react-102,Learn ReactJS: Part II,Build powerful interactive applications with this popular JavaScript library.,,TRUE,1
https://www.codecademy.com/learn/learn-angularjs,Learn AngularJS 1.X,Learn how to easily build single-page web applications using this popular JavaScript framework.,,FALSE,1
https://www.khanacademy.org/computing/computer-programming/programming-games-visualizations,Advanced JS: Games & Visualizations,"Once you've taken Intro to JS, go here to learn techniques to help you make multi-scene programs, 3d graphics, button menus, and scored games.",,TRUE,1
https://www.khanacademy.org/computing/computer-programming/sql,Intro to SQL: Querying and managing data,"Learn how to use SQL to store, query, and manipulate data. SQL is a special-purpose programming language designed for managing data in a relational database, and is used by a huge number of apps and organizations.",,FALSE,3
https://www.freecodecamp.org/learn,Welcome to freeCodeCamp.org,"Learn to code.
Build projects.
Earn certifications.",,FALSE,1
https://www.udemy.com/course/node-js-api-tutorial/?LSNPUBID=JVFxdTr9V80&ranEAID=JVFxdTr9V80&ranMID=39197&ranSiteID=JVFxdTr9V80-GgOjk6OzueR49g20.CqvjA,Node JS API Development for Beginners,Learn Node JS API Development from absolute scratch. This course is for complete beginners getting started guide!,,FALSE,1
https://codepen.io/,CodePen,"The best place to build, test, and discover front-end code.
CodePen is a social development environment for front-end designers and developers. Build and deploy a website, show off your work, build test cases to learn and debug, and find inspiration.",,FALSE,1
https://imageoptim.com/mac,ImageOptim,"ImageOptim makes images load faster
Removes bloated metadata. Saves disk space & bandwidth by compressing images without losing quality.",https://imageoptim.com/ImageOptim-app.png,TRUE,2
https://graphicburger.com/,Graphic Burger,"Tasty design resources made with care for each pixel
Free for both personal & commercial use. Have a bite!",,FALSE,3
https://www.uxpin.com/,UXPin,"If you can imagine it, you can design it.
Design, prototype, collaborate all in one place.",,FALSE,1
http://livereload.com/,LiveReload,"LiveReload monitors changes in the file system. As soon as you save a file, it is preprocessed as needed, and the browser is refreshed.

Even cooler, when you change a CSS file or an image, the browser is updated instantly without reloading the page.",http://livereload.com/images/screenshot.png,TRUE,4
http://spritegen.website-performance.org/,CSS Sprite Generator,CSS Sprite Generator allows you to upload all of your images (you have to place them in a .zip file first) and it will combine the uploaded images into a single sprite and also generate the CSS for you.,,FALSE,1
http://code.google.com/p/blueprintcss/, Blueprint: A CSS Framework,Blueprint reduces the amount of CSS code you have to write by including common styles that developers typically use such CSS reset and page layouts. A demonstration of a web page that uses Blueprint can be found here.,,TRUE,1
http://tester.jonasjohn.de/,Test Everything,"Test Everything is a web-based application for multi-purpose testing, reducing the time it takes you to use online services and validators. Test Everything is an aggregate of over 100 tools reduced to just one web page. You can validate your XHTML for web standards and accessibility, test your design in several browsers (using the Browsershots service), check page rank, and more – all in one location.",,FALSE,3
https://mac-blog.org.ua/css-3-media-queries-cheat-sheet/,"CSS 3, Media Queries Cheat Sheet",A Cheat Sheet to help with Media Queries,,FALSE,1
https://oscarotero.com/jquery/,jQuery Quick API Reference,A Cheat Sheet to help with jQuery,,FALSE,2